2.316480;48.846800;Duroc
2.305490;48.854480;Ecole Militaire
2.421740;48.815130;Ecole Veterinaire Maisons Alfort
2.326820;48.840440;Edgar Quinet
2.269990;48.847970;Eglise d'Auteuil
2.412920;48.893650;Eglise de Pantin
2.222090;48.582410;Egly
2.617570;48.806360;Emerainville Pontault Combault
2.331960;48.669440;Epinay sur Orge
2.302200;48.953710;Epinay sur Seine
2.271410;48.980580;Ermont Eaubonne
2.435470;48.912700;Escadrille Normandie Niemen
2.249950;48.888370;Esplanade de La Defense
2.158920;48.436890;Etampes
2.349140;48.863920;Etienne Marcel
2.295010;48.873940;Etoile Charles de Gaulle
2.200870;48.500160;Etrechy
2.322380;48.878780;Europe
2.452190;48.634570;Evry
2.428960;48.625790;Evry Courcouronnnnes
2.259550;48.842440;Exelmans
2.383510;48.850130;Faidherbe Chaligny
2.317610;48.844430;Falguiere
2.291710;48.842770;Felix Faure
2.366600;48.863070;Filles du Calvaire
2.295800;48.743030;Fontaine Michalon
2.293170;48.787460;Fontenay aux Roses
2.464710;48.843350;Fontenay sous Bois
2.404110;48.914590;Fort d'Aubervilliers
2.235020;48.993450;Franconville Le Plessis Bouchard
2.309820;48.868810;Franklin Roosevelt
2.294390;48.916580;Gabriel Peri
2.526900;48.883180;Gagny
2.322540;48.838830;Gaite
2.415810;48.863170;Gallieni
2.398440;48.864970;Gambetta
2.364610;48.842720;Gare d'Austerlitz
2.358500;48.876320;Gare de l'Est
2.373760;48.844680;Gare de Lyon
2.354870;48.880610;Gare du Nord
2.390300;48.976660;Garges Sarcelles
2.331910;48.906450;Garibaldi
2.431310;48.914090;Gaston Roulaud
2.307570;48.933480;Gennevilliers
2.340820;48.815720;Gentilly
2.294990;48.829940;Georges Brassens
2.300570;48.872030;George V
2.136760;48.698110;Gif sur Yvette
2.370920;48.870050;Goncourt
2.463470;49.023860;Goussainville
2.436030;48.648020;Grand Bourg
2.343400;48.871550;Grands Boulevards
2.317890;48.685340;Gravigny Balizy
2.728630;48.745320;Gretz Armainvilliers
2.395750;48.653280;Grigny Centre
2.327260;48.892820;Guy Moquet
2.329020;48.875160;Haussmann St Lazare
2.328720;48.873570;Havre Caumartin
2.402760;48.891390;Hoche
2.425040;48.915840;Hopital avicenne
2.371260;48.933540;Hopital Delafontaine
2.351610;48.857550;Hotel de Ville
2.443790;48.906680;Hotel de ville de Bobigny
2.392230;48.927460;Hotel de ville de La Courneuve
2.184560;48.920670;Houilles Carrieres sur Seine
2.293880;48.864840;Iena
2.230930;48.740140;Igny
2.313290;48.862970;Invalides
2.258760;48.819740;Issy
2.262930;48.829460;Issy Val de Seine
2.391250;48.814360;Ivry sur Seine
2.360510;48.871140;Jacques Bonsergent
2.258310;48.823110;Jacques Henri Lartigue
2.268040;48.852470;Jasmin
2.370660;48.882950;Jaures
2.276950;48.846380;Javel
2.278610;48.846390;Javel Andre Citroen
2.319610;48.824540;Jean Moulin
2.463860;48.821060;Joinville le Pont
2.389510;48.875300;Jourdain
2.163160;48.764750;Jouy en josas
2.344440;48.892420;Jules Joffrin
2.354660;48.845990;Jussieu
2.382760;48.689810;Juvisy sur Orge
2.293350;48.871490;Kleber
2.490040;49.138760;La Borne Blanche
2.360410;48.884420;La Chapelle
2.384530;48.930120;La Courneuve 6 Routes
2.410760;48.920740;La Courneuve 8 Mai 1945
2.384540;48.924090;La Courneuve Aubervilliers
2.304570;48.762140;La Croix Berny
2.236840;48.892520;La Defense
2.437300;48.909840;La Ferme
2.351870;48.484860;La ferte Alais
2.325600;48.887490;La Fourche
2.152620;48.695000;La Hacquiniere
2.338850;48.889710;Lamarck Caulaincourt
2.624300;48.539680;La Mee sur Seine
2.298250;48.849060;La Motte Picquet Grenelle
2.274380;48.857950;La Muette
2.267390;48.591650;La Norville St Germain Les Arpajon
2.333310;48.807580;Laplace
2.361640;48.917500;La Plaine Stade de France
2.249640;48.518850;Lardy
2.310530;48.857680;La Tour Maubourg
2.379370;48.885340;Laumiere
2.512970;48.794960;La Varenne Chevrieres
2.476750;48.932220;Le Blanc Mesnil
2.425760;48.930730;Le Bourget
2.450620;48.623310;Le Bras de Fer
2.553060;48.877350;Le Chenay Gagny
2.376100;48.851280;Ledru Rollin
2.191620;48.704820;Le Guichet
2.361700;48.810570;Le Kremlin Bicetre
2.485840;48.805080;Le Parc de St Maur
2.340430;48.874970;Le Peletier
2.512020;48.889240;Le Raincy Villemomble Montfermeil
2.286180;48.923110;Les Agnettes
2.409550;48.782730;Les Ardoines
2.287560;48.739610;Les Baconnets
2.511040;48.824910;Les Boullereaux Champigny
2.220440;48.856920;Les Coteaux
2.351770;48.837010;Les Gobelins
2.314170;48.920190;Les Gresillions
2.346050;48.862580;Les Halles
2.221150;48.849860;Les Milons
2.251070;48.821390;Les Moulineaux
2.476520;49.032300;Les Noux
2.271600;48.881410;Les Sablons
2.417610;48.745390;Les Saules
2.579570;48.823280;Les Yvris Noisy le Grand
2.432230;48.788460;Le Vert de Maisons
2.134520;48.890120;Le Vesinet Centre
2.121820;48.898270;Le Vesinet Le Pecq
2.438640;48.906910;Liberation
2.407300;48.825730;Liberte
2.326980;48.879680;Liege
2.569450;48.628360;Lieusaint Moissy
2.634130;48.839000;Lognes
2.294270;48.702230;Longjumeau
2.365170;48.881230;Louis Blanc
2.288070;48.889300;Louise Michel
2.281720;48.838620;Lourmel
2.340720;48.860900;Louvre Rivoli
2.501970;49.049350;Louvres
2.211580;48.706050;Lozere
2.340370;48.846710;Luxembourg
2.335430;48.852970;Mabillon
2.324460;48.869780;Madeleine
2.358260;48.880160;Magenta
2.305530;48.903940;Mairie de Clichy
2.442000;48.862260;Mairie de Montreuil
2.416280;48.879850;Mairie des Lilas
2.333840;48.912040;Mairie de St Ouen
2.273170;48.824270;Mairie d'Issy
2.383380;48.811160;Mairie d'Ivry
2.358530;48.822170;Maison Blanche
2.426640;48.801780;Maisons Alfort Alfortville
2.446210;48.802570;Maisons Alfort Les Juilliottes
2.436160;48.808220;Maisons Alfort Stade
2.144190;48.946100;Maisons Laffitte
2.393370;48.393690;Maisse
2.298330;48.823050;Malakoff Plateau de Vanves
2.296750;48.815220;Malakoff Rue Etienne Dolet
2.310940;48.882480;Malesherbes
2.405833;48.296111;Malesherbes (Loiret)
2.406290;48.852800;Maraichers
2.349390;48.891430;Marcadet Poissonniers
2.243580;48.833690;Marcel Sembat
2.355670;48.938780;Marche St Denis
2.782200;48.868190;Marne la Vallee Chessy
2.289680;48.574760;Marrolles en Hurepoix
2.359800;48.890220;Marx Dormoy
2.258420;48.724690;Massy Palaiseau
2.273260;48.734700;Massy Verrieres
2.347960;48.850260;Maubert Mutualite
2.414050;48.919350;Maurice Lachatre
2.383630;48.866300;Melilmontant
2.655020;48.527360;Melun
2.433230;48.571100;Mennecy
2.238730;48.819240;Meudon sur Seine
2.241160;48.807950;Meudon Val Fleury
2.264240;48.847970;Michel Ange Auteuil
2.261700;48.845180;Michel Ange Molitor
2.402170;48.837210;Michel Bizot
2.272560;48.847150;Mirabeau
2.314100;48.873790;Miromesnil
2.642170;48.975740;Mitry Claye
2.309040;48.880410;Monceau
2.389880;48.844430;Montgallet
2.462490;48.708180;Montgeron Crosne
2.198010;49.007310;Montigny Beauchamp
2.323050;48.843470;Montparnasse Bienvenue
2.334490;48.821330;Montsouris
2.473390;48.586950;Moulin Galant
2.330570;48.832150;Mouton Duvernet
2.225300;48.828740;Musee de Sevres
2.325670;48.860790;Musee d'Orsay
2.222460;48.894770;Nanterre Prefecture
2.215200;48.901520;Nanterre Univerisite
2.195940;48.895200;Nanterre Ville
2.395810;48.848770;Nation
2.362610;48.833210;Nationale
2.513900;48.853270;Neuilly Plaisance
2.284300;48.877840;Neuilly Porte Maillot
2.078430;49.014320;Neuville Universite
2.494370;48.838610;Nogent Le Perreux
2.471920;48.835320;Nogent sur Marne
2.616620;48.843500;Noisiel
2.578030;48.842650;Noisy Champs
2.548180;48.840770;Noisy le Grand Mont d'Est
2.459920;48.896680;Noisy le Sec
2.339620;48.876730;Notre Dame de Lorette
2.328600;48.845210;Notre Dame des Champs
2.370580;48.863520;Oberkampf
2.338820;48.852400;Odeon
2.367430;48.827200;Olympiades
2.332340;48.870660;Opera
2.407570;48.636310;Orangis Bois de l'Epine
2.402960;48.741840;Orly Ville
2.459390;49.187150;Orry la Ville
2.182210;48.697720;Orsay la Ville
2.385740;48.886890;Ourcq
2.690360;48.770720;Ozoir la Ferriere
2.336030;48.862930;Palais Royal Musee du Louvre
2.246650;48.717830;Palaiseau
2.237200;48.707690;Palaiseau Villebon
2.399760;48.898100;Pantin
2.310220;48.770620;Parc de Sceaux
2.514590;48.973760;Parc des Expositions
2.221810;48.842940;Parc de St Cloud
2.285790;48.857530;Passy
2.312670;48.843010;Pasteur
2.401750;48.868690;Pelleport
2.297320;48.884940;Pereire
2.387400;48.862960;Pere Lachaise
2.318050;48.833950;Permety
2.297730;48.885770;Pereire Levallois
2.146780;48.771100;Petit Jouy Les Loges
2.465320;48.900390;Petit Noisy
2.333410;48.676250;Petit Vaux
2.389720;48.858450;Philippe Auguste
2.402200;48.845010;Picpus
2.377390;48.815890;Pierre Curie
2.372360;48.963880;Pierrefitte Stains
2.154210;49.019280;Pierrelaye
2.337570;48.882290;Pigalle
2.327360;48.883570;Place de Clichy
2.392680;48.876830;Place des Fetes
2.355680;48.831500;Place d'Italie
2.352410;48.843520;Place Monge
2.314020;48.831740;Plaisance
2.464811;48.768786;Pointe du Lac
2.349380;48.877410;Poissonniere
2.040320;48.933070;Poissy
2.470090;48.905180;Pont de Bondy
2.270820;48.838400;Pont de Garigliano
2.300990;48.862520;Pont de l'Alma
2.281040;48.897130;Pont de Levallois Becon
2.258470;48.885410;Pont de Neuilly
2.372810;48.748150;Pont de Rungis Aeroport d'Orly
2.230950;48.829840;Pont de Sevres
2.357220;48.853650;Pont Marie
2.342060;48.858500;Pont Neuf
2.095990;49.046720;Pontoise
2.153900;48.796640;Porchefontaine
2.275220;48.871660;Porte Dauphine
2.257710;48.848280;porte d'Auteuil
2.408820;48.864520;Porte de Bagnolet
2.292480;48.885790;Porte de Champerret
2.400400;48.832810;Porte de Charenton
2.364540;48.820010;Porte de Choisy
2.312270;48.892530;Porte de Clichy
2.344950;48.897350;Porte de Clignancourt
2.359300;48.897380;Porte de la Chapelle
2.385860;48.897100;Porte de la Vilette
2.410500;48.853560;Porte de Montreuil
2.396260;48.889740;Porte de Pantin
2.406410;48.877250;Porte des Lilas
2.256950;48.838100;Porte de St Cloud
2.328910;48.897510;Porte de St Ouen
2.305360;48.827730;Porte de Vanves
2.287750;48.832320;Porte de Versailles
2.410990;48.847060;Porte de Vincennes
2.359470;48.819110;Porte d'Italie
2.369180;48.821570;Porte d'Ivry
2.405930;48.835380;Porte Doree
2.325580;48.823160;Porte d'Orleans
2.281910;48.877960;Porte Maillot
2.336930;48.839880;Port Royal
2.349260;48.820760;Poterne des Peupliers
2.398740;48.880240;Pre St Gervais
2.234340;48.884090;Puteaux
2.333920;48.866480;Pyramides
2.385260;48.873920;Pyrenees
2.373060;48.837250;Quai de la Gare
2.365870;48.846550;Quai de la Rapee
2.336460;48.869660;Quatre Septembre
2.353400;48.861240;Rambuteau
2.269620;48.855040;Ranelagh
2.330720;48.839040;Raspail
2.352390;48.866280;Reaumur Sebastopol
2.328040;48.848470;Rennes
2.364090;48.867350;Republique
2.386570;48.847320;Reuilly Diderot
2.386580;48.847330;Reullly Diderot
2.372070;48.860260;Richard Lenoir
2.339680;48.872130;Richelieu Drouot
2.374160;48.888380;Riquet
2.414480;48.659310;Ris Orangis
2.423460;48.855790;Robespierre
2.281070;48.780030;Robinson
2.649590;48.795900;Roissy en Brie
2.320280;48.882130;Rome
2.480980;48.882550;Rosny Bois Perrier
2.485910;48.870700;Rosny sous Bois
2.278230;48.864150;Rue de la Pompe
2.389030;48.852550;Rue des Boulets
2.325550;48.855950;Rue du Bac
2.170920;48.887040;Rueil Malmaison
2.379450;48.864360;Rue Saint Maur
2.352480;48.740360;Rungis la Fraternelle
2.374210;48.861300;Saint Amboise
2.321470;48.874680;Saint Augustin
2.072330;48.798690;Saint Cyr
2.355920;48.929920;Saint Denis Porte de Paris
2.362610;48.946090;Saint Denis Universite
2.326930;48.847020;Sainte Placide
2.404650;48.871980;Saint Fargeau
2.337370;48.878520;Saint Georges
2.285620;48.963590;Saint Gratien
2.337080;48.832930;Saint Jacques
2.323740;48.875940;Saint Lazare
2.419020;48.846000;Saint Mande
2.361400;48.839460;Saint Marcel
2.343920;48.853680;Saint Michel
2.319920;48.909770;Saint Ouen
2.309990;48.872280;Saint Philippe du Roule
2.367220;48.861090;Saint Sebastien Froissart
2.157310;48.937440;Sartrouville
2.583330;48.596930;Savigny le Temple Nandy
2.352350;48.676420;Savigny sur Orge
2.297280;48.781420;Sceaux
2.306890;48.847490;Segur
2.346390;48.867590;Sentier
2.074150;48.538260;Sermaise
2.524370;48.947430;Sevran Beaudottes
2.534690;48.936120;Sevran Livry
2.326520;48.851320;Sevres Babylone
2.309460;48.845650;Sevres Lecourbe
2.348190;48.893400;Simplon
2.323250;48.858320;Solferino
2.344770;48.819500;Stade Charlety
2.351070;48.917930;Stade de France St Denis
2.402290;48.924540;Stade Geo Andre
2.369160;48.884640;Stalingrad
2.122640;48.550410;St Cheron
2.345400;48.934430;St Denis
2.314270;48.851670;St Francois Xavier
2.313070;48.653000;St Genevieve des Bois
2.333260;48.853920;St Germain des Pres
2.095080;48.898270;St Germain en Laye
2.145190;48.427690;St Martin d'Etampes
2.472060;48.806440;St Maur Creteil
2.345910;48.853450;St Michel Notre Dame
2.306560;48.635820;St Michel sur Orge
2.105460;49.045270;St Ouen l'Aumone
2.127400;49.034750;St Ouen l'Aumone Liesse
2.361380;48.855180;St Paul
2.044660;48.787510;St Quentin en Yvelines
2.354200;48.869400;Strasbourg St Denis
2.071120;48.702650;St Remy les chevreuse
2.331170;48.851520;St Sulpice
2.507430;48.771050;Sucy Bonneuil
2.362300;48.851250;Sully Morland
2.221350;48.868100;Suresnes Lonchamp
2.525860;49.099510;Survilliers Fosses
2.398990;48.875580;Telegraphe
2.360730;48.866420;Temple
2.298200;48.878070;Termes
2.350220;48.937570;Theatre Gerard philippe
2.357030;48.826120;Tolbiac
2.654850;48.839600;Torcy
2.759970;48.739100;Tournan
2.333190;48.876350;Trinite d4estienne d'Orves
2.287200;48.862900;Trocadero
2.328360;48.864980;Tuileries
2.489130;48.854310;Val de Fontenay
2.774300;48.855960;Val d'Europe
2.321560;48.848990;Vaneau
2.314930;48.856230;Varenne
2.192590;48.759030;Vauboyen
2.301490;48.839640;Vaugirard
2.328930;48.842240;Vavin
2.136150;48.795350;Versailles Chantiers
2.129080;48.800210;Versailles Rive Gauche
2.566760;48.944240;Vert Galant
2.285260;48.869910;Victor Hugo
2.414410;48.708470;Vigneux sur Seine
2.363790;48.804640;Villejuif Leo Lagrange
2.367110;48.787050;Villejuif Louis Aragon
2.368090;48.796520;Villejuif Paul Vaillant Couturier
2.426350;48.739860;Villeneuve le Roi
2.434500;48.766360;Villeneuve Pairie
2.446260;48.728880;Villeneuve St Georges
2.438100;48.745360;Villeneuve Triage
2.602180;48.952960;Villeparisis Mitry le Neuf
2.512380;48.963150;Villepinte
2.315820;48.881450;Villiers
2.416640;48.993970;Villiers le Bel Gonesse Amouville
2.541740;48.822970;Villiers sur Marne le Plessis Trevise
2.433540;48.847320;Vincennes
2.171350;48.800670;Viroflay Rive Gauche
2.386640;48.676260;Viry Chatillon
2.402660;48.800850;Vitry sur Seine
2.308130;48.841600;Volontaires
2.380340;48.857980;Voltaire
2.303670;48.884280;Wagram
2.483660;48.706540;Yerres
2.32827;48.95828;Epinay Villetaneuse
2.337936;48.975743;Deuil Montmagny
2.353718;48.984485;Groslay
2.368653;48.995721;Sarcelles Saint-Brice
2.36298;49.0227;Ecouen Ezanville
2.33753;49.032738;Domont
2.322802;49.045276;Bouffemont Moisselles
2.322854;49.066209;Montsoult Maffliers
2.350966;49.079542;Villaines
2.360857;49.09778;Belloy Saint-Martin
2.368421;49.11682;Viarmes
2.398838;49.119;Seugy
2.420477;49.117263;Luzarches
2.287794;49.113492;Presles Courcelles
2.280515;49.132543;Nointel Mours
2.316441;48.966415;La Barre Ormesson
2.30675;48.97294;Enghien les Bains
2.29158;48.979662;Champ de courses d'Enghien
2.26344;48.98978;Ermont Halte
2.258864;48.99709;Gros Noyer Saint Prix
2.242471;49.015565;Saint Leu la Forêt
2.230438;49.021274;Vaucelles
2.221415;49.02538;Taverny
2.209752;49.03576;Bessancourt
2.196953;49.046527;Frepillon
2.190827;49.057539;Mery sur Oise
2.205525;49.077846;Meriel
2.202061;49.091652;Valmondois
2.209859;49.114419;L'Isle Adam Parmain
2.242185;49.135798;Champagne sur Oise
2.279254;49.148291;Persan Beaumont
2.122222;49.054518;Epluches
2.130561;49.06037;Pont Petit
2.141785;49.069349;Chaponval
2.175323;49.070508;Auvers sur Oise
2.326231;49.155241;Bruyeres sur Oise
2.362595;49.166983;Boran sur Oise
2.376789;49.203427;Precy sur Oise
2.418005;49.214245;Saint Leu d'Esserent
2.4692;49.2638;Creil
2.515381;48.930835;Rougemont - Chanteloup
2.519049;48.926726;Freinville - Sevran
2.516808;48.922265;L'Abbaye
2.515085;48.916;Lycee Henri Sellier
2.51707;48.908307;Gargan
2.512038;48.902764;Les Pavillons-sous-Bois
2.506521;48.897301;Allee de la Tour - Rendez-Vous
2.499212;48.892481;Les Coquetiers
2.488251;48.893039;Remise a Jorelle
