# A3
C1;Saint Ouen;Porte de Clichy;0.0
C1;Porte de Clichy;Saint Ouen;0.0
C1;Porte de Clichy;Pereire Levallois;0.0
C1;Pereire Levallois;Porte de Clichy;0.0
C1;Pereire Levallois;Neuilly Porte Maillot;0.0
C1;Neuilly Porte Maillot;Pereire Levallois;0.0
C1;Neuilly Porte Maillot;Avenue Foch;0.0
C1;Avenue Foch;Neuilly Porte Maillot;0.0
C1;Avenue Foch;Avenue Henri Martin;0.0
C1;Avenue Henri Martin;Avenue Foch;0.0
C1;Avenue Henri Martin;Boulainvilliers;0.0
C1;Boulainvilliers;Avenue Henri Martin;0.0
C1;Boulainvilliers;Av du Pdt Kennedy;0.0
C1;Av du Pdt Kennedy;Boulainvilliers;0.0
C1;Av du Pdt Kennedy;Champs de Mars Tour Eiffel;0.0
C1;Champs de Mars Tour Eiffel;Av du Pdt Kennedy;0.0
# Coorespondances C ouest parisien
P;Boulainvilliers;La Muette;0.0
P;La Muette;Boulainvilliers;0.0
P;Neuilly Porte Maillot;Porte Maillot;0.0
P;Porte Maillot;Neuilly Porte Maillot;0.0
P;Pereire Levallois;Pereire;0.0
P;Pereire;Pereire Levallois;0.0
# C7
C7;St Quentin en Yvelines;Saint Cyr;0.0
C7;Saint Cyr;St Quentin en Yvelines;0.0
C7;Saint Cyr;Versailles Chantiers;0.0
C7;Versailles Chantiers;Saint Cyr;0.0
C7;Versailles Chantiers;Viroflay Rive Gauche;0.0
C7;Viroflay Rive Gauche;Versailles Chantiers;0.0
# C5
C5;Versailles Rive Gauche;Porchefontaine;0.0
C5;Porchefontaine;Versailles Rive Gauche;0.0
C5;Porchefontaine;Viroflay Rive Gauche;0.0
C5;Viroflay Rive Gauche;Porchefontaine;0.0
# C57
C57;Chaville Velisy;Viroflay Rive Gauche;0.0
C57;Viroflay Rive Gauche;Chaville Velisy;0.0
C57;Viroflay Rive Gauche;Meudon Val Fleury;0.0
C57;Meudon Val Fleury;Viroflay Rive Gauche;0.0
C57;Meudon Val Fleury;Issy;0.0
C57;Issy;Meudon Val Fleury;0.0
C57;Issy;Issy Val de Seine;0.0
C57;Issy Val de Seine;Issy;0.0
C57;Issy Val de Seine;Boulevard Victor;0.0
C57;Boulevard Victor;Issy Val de Seine;0.0
C57;Boulevard Victor;Javel;0.0
C57;Javel;Boulevard Victor;0.0
C57;Javel;Champs de Mars Tour Eiffel;0.0
C57;Champs de Mars Tour Eiffel;Javel;0.0
# C
C;Choisy le Roy;Les Ardoines;0.0
C;Les Ardoines;Choisy le Roy;0.0
C;Les Ardoines;Vitry sur Seine;0.0
C;Vitry sur Seine;Les Ardoines;0.0
C;Vitry sur Seine;Ivry sur Seine;0.0
C;Ivry sur Seine;Vitry sur Seine;0.0
C;Ivry sur Seine;Bibliotheque Francois Mitterrand;0.0
C;Bibliotheque Francois Mitterrand;Ivry sur Seine;0.0
C;Bibliotheque Francois Mitterrand;Gare d'Austerlitz;0.0
C;Gare d'Austerlitz;Bibliotheque Francois Mitterrand;0.0
C;Gare d'Austerlitz;St Michel Notre Dame;0.0
C;St Michel Notre Dame;Gare d'Austerlitz;0.0
C;St Michel Notre Dame;Musee d'Orsay;0.0
C;Musee d'Orsay;St Michel Notre Dame;0.0
C;Musee d'Orsay;Invalides;0.0
C;Invalides;Musee d'Orsay;0.0
C;Invalides;Pont de l'Alma;0.0
C;Pont de l'Alma;Invalides;0.0
C;Pont de l'Alma;Champs de Mars Tour Eiffel;0.0
C;Champs de Mars Tour Eiffel;Pont de l'Alma;0.0
# C2
C2;Massy Palaiseau;Massy Verrieres;0.0
C2;Massy Verrieres;Massy Palaiseau;0.0
C2;Massy Verrieres;Chemin d'Antony;0.0
C2;Chemin d'Antony;Massy Verrieres;0.0
C2;Chemin d'Antony;Rungis la Fraternelle;0.0
C2;Rungis la Fraternelle;Chemin d'Antony;0.0
C2;Rungis la Fraternelle;Pont de Rungis Aeroport d'Orly;0.0
C2;Pont de Rungis Aeroport d'Orly;Rungis la Fraternelle;0.0
C2;Pont de Rungis Aeroport d'Orly;Orly Ville;0.0
C2;Orly Ville;Pont de Rungis Aeroport d'Orly;0.0
C2;Orly Ville;Les Saules;0.0
C2;Les Saules;Orly Ville;0.0
C2;Les Saules;Choisy le Roy;0.0
C2;Choisy le Roy;Les Saules;0.0
# C468
C468;Athis Mons;Ablon;0.0
C468;Ablon;Athis Mons;0.0
C468;Ablon;Villeneuve le Roi;0.0
C468;Villeneuve le Roi;Ablon;0.0
C468;Villeneuve le Roi;Choisy le Roy;0.0
C468;Choisy le Roy;Villeneuve le Roi;0.0
# C46
C46;Bretigny sur Orge;St Michel sur Orge;0.0
C46;St Michel sur Orge;Bretigny sur Orge;0.0
C46;St Michel sur Orge;St Genevieve des Bois;0.0
C46;St Genevieve des Bois;St Michel sur Orge;0.0
C46;St Genevieve des Bois;Epinay sur Orge;0.0
C46;Epinay sur Orge;St Genevieve des Bois;0.0
C46;Epinay sur Orge;Savigny sur Orge;0.0
C46;Savigny sur Orge;Epinay sur Orge;0.0
C46;Savigny sur Orge;Juvisy sur Orge;0.0
C46;Juvisy sur Orge;Savigny sur Orge;0.0
C46;Juvisy sur Orge;Athis Mons;0.0
C46;Athis Mons;Juvisy sur Orge;0.0
# C8
C8;Versailles Chantiers;Petit Jouy Les Loges;0.0
C8;Petit Jouy Les Loges;Versailles Chantiers;0.0
C8;Petit Jouy Les Loges;Jouy en josas;0.0
C8;Jouy en josas;Petit Jouy Les Loges;0.0
C8;Jouy en josas;Vauboyen;0.0
C8;Vauboyen;Jouy en josas;0.0
C8;Vauboyen;Bievres;0.0
C8;Bievres;Vauboyen;0.0
C8;Bievres;Igny;0.0
C8;Igny;Bievres;0.0
C8;Igny;Massy Palaiseau;0.0
C8;Massy Palaiseau;Igny;0.0
C8;Massy Palaiseau;Longjumeau;0.0
C8;Longjumeau;Massy Palaiseau;0.0
C8;Longjumeau;Chilly Mazarin;0.0
C8;Chilly Mazarin;Longjumeau;0.0
C8;Chilly Mazarin;Gravigny Balizy;0.0
C8;Gravigny Balizy;Chilly Mazarin;0.0
C8;Gravigny Balizy;Petit Vaux;0.0
C8;Petit Vaux;Gravigny Balizy;0.0
C8;Petit Vaux;Savigny sur Orge;0.0
C8;Savigny sur Orge;Petit Vaux;0.0
# C4
C4;Dourdan la foret;Dourdan;0.0
C4;Dourdan;Dourdan la foret;0.0
C4;Dourdan;Sermaise;0.0
C4;Sermaise;Dourdan;0.0
C4;Sermaise;St Cheron;0.0
C4;St Cheron;Sermaise;0.0
C4;St Cheron;Breuillet Village;0.0
C4;Breuillet Village;St Cheron;0.0
C4;Breuillet Village;Breullet Bruyeres le chatel;0.0
C4;Breullet Bruyeres le chatel;Breuillet Village;0.0
C4;Breullet Bruyeres le chatel;Egly;0.0
C4;Egly;Breullet Bruyeres le chatel;0.0
C4;Egly;Arpajon;0.0
C4;Arpajon;Egly;0.0
C4;Arpajon;La Norville St Germain Les Arpajon;0.0
C4;La Norville St Germain Les Arpajon;Arpajon;0.0
C4;La Norville St Germain Les Arpajon;Bretigny sur Orge;0.0
C4;Bretigny sur Orge;La Norville St Germain Les Arpajon;0.0
# C6
C6;St Martin d'Etampes;Etampes;0.0
C6;Etampes;St Martin d'Etampes;0.0
C6;Etampes;Etrechy;0.0
C6;Etrechy;Etampes;0.0
C6;Etrechy;Chamarande;0.0
C6;Chamarande;Etrechy;0.0
C6;Chamarande;Lardy;0.0
C6;Lardy;Chamarande;0.0
C6;Lardy;Bouray;0.0
C6;Bouray;Lardy;0.0
C6;Bouray;Marrolles en Hurepoix;0.0
C6;Marrolles en Hurepoix;Bouray;0.0
C6;Marrolles en Hurepoix;Bretigny sur Orge;0.0
C6;Bretigny sur Orge;Marrolles en Hurepoix;0.0
# D1
D1;Orry la Ville;La Borne Blanche;0.0
D1;La Borne Blanche;Orry la Ville;0.0
D1;La Borne Blanche;Survilliers Fosses;0.0
D1;Survilliers Fosses;La Borne Blanche;0.0
D1;Survilliers Fosses;Louvres;0.0
D1;Louvres;Survilliers Fosses;0.0
D1;Louvres;Les Noux;0.0
D1;Les Noux;Louvres;0.0
D1;Les Noux;Goussainville;0.0
D1;Goussainville;Les Noux;0.0
D1;Goussainville;Villiers le Bel Gonesse Amouville;0.0
D1;Villiers le Bel Gonesse Amouville;Goussainville;0.0
D1;Villiers le Bel Gonesse Amouville;Garges Sarcelles;0.0
D1;Garges Sarcelles;Villiers le Bel Gonesse Amouville;0.0
D1;Garges Sarcelles;Pierrefitte Stains;0.0
D1;Pierrefitte Stains;Garges Sarcelles;0.0
D1;Pierrefitte Stains;St Denis;0.0
D1;St Denis;Pierrefitte Stains;0.0
D1;St Denis;Stade de France St Denis;0.0
D1;Stade de France St Denis;St Denis;0.0
D1;Stade de France St Denis;Gare du Nord;0.0
D1;Gare du Nord;Stade de France St Denis;0.0
D1;Gare du Nord;Chatelet Les Halles;0.0
D1;Chatelet Les Halles;Gare du Nord;0.0
D1;Chatelet Les Halles;Gare de Lyon;0.0
D1;Gare de Lyon;Chatelet Les Halles;0.0
D1;Gare de Lyon;Maisons Alfort Alfortville;0.0
D1;Maisons Alfort Alfortville;Gare de Lyon;0.0
D1;Maisons Alfort Alfortville;Le Vert de Maisons;0.0
D1;Le Vert de Maisons;Maisons Alfort Alfortville;0.0
D1;Le Vert de Maisons;Villeneuve Pairie;0.0
D1;Villeneuve Pairie;Le Vert de Maisons;0.0
D1;Villeneuve Pairie;Villeneuve Triage;0.0
D1;Villeneuve Triage;Villeneuve Pairie;0.0
D1;Villeneuve Triage;Villeneuve St Georges;0.0
D1;Villeneuve St Georges;Villeneuve Triage;0.0
# D2
D2;Melun;La Mee sur Seine;0.0
D2;La Mee sur Seine;Melun;0.0
D2;La Mee sur Seine;Cesson;0.0
D2;Cesson;La Mee sur Seine;0.0
D2;Cesson;Savigny le Temple Nandy;0.0
D2;Savigny le Temple Nandy;Cesson;0.0
D2;Savigny le Temple Nandy;Lieusaint Moissy;0.0
D2;Lieusaint Moissy;Savigny le Temple Nandy;0.0
D2;Lieusaint Moissy;Combs la Ville Quincy;0.0
D2;Combs la Ville Quincy;Lieusaint Moissy;0.0
D2;Combs la Ville Quincy;Boussy St Antoine;0.0
D2;Boussy St Antoine;Combs la Ville Quincy;0.0
D2;Boussy St Antoine;Brunoy;0.0
D2;Brunoy;Boussy St Antoine;0.0
D2;Brunoy;Yerres;0.0
D2;Yerres;Brunoy;0.0
D2;Yerres;Montgeron Crosne;0.0
D2;Montgeron Crosne;Yerres;0.0
D2;Montgeron Crosne;Villeneuve St Georges;0.0
D2;Villeneuve St Georges;Montgeron Crosne;0.0
# D4
D4;Malesherbes (Loiret);Boigneville;0.0
D4;Boigneville;Malesherbes (Loiret);0.0
D4;Boigneville;Buno Gironville;0.0
D4;Buno Gironville;Boigneville;0.0
D4;Buno Gironville;Maisse;0.0
D4;Maisse;Buno Gironville;0.0
D4;Maisse;Boutigny;0.0
D4;Boutigny;Maisse;0.0
D4;Boutigny;La ferte Alais;0.0
D4;La ferte Alais;Boutigny;0.0
D4;La ferte Alais;Ballancourt;0.0
D4;Ballancourt;La ferte Alais;0.0
D4;Ballancourt;Mennecy;0.0
D4;Mennecy;Ballancourt;0.0
D4;Mennecy;Moulin Galant;0.0
D4;Moulin Galant;Mennecy;0.0
D4;Moulin Galant;Corbeil Essonnes;0.0
D4;Corbeil Essonnes;Moulin Galant;0.0
D4;Corbeil Essonnes;Le Bras de Fer;0.0
D4;Le Bras de Fer;Corbeil Essonnes;0.0
D4;Le Bras de Fer;Evry Courcouronnnnes;0.0
D4;Evry Courcouronnnnes;Le Bras de Fer;0.0
D4;Evry Courcouronnnnes;Orangis Bois de l'Epine;0.0
D4;Orangis Bois de l'Epine;Evry Courcouronnnnes;0.0
D4;Orangis Bois de l'Epine;Grigny Centre;0.0
D4;Grigny Centre;Orangis Bois de l'Epine;0.0
D4;Grigny Centre;Viry Chatillon;0.0
D4;Viry Chatillon;Grigny Centre;0.0
D4;Viry Chatillon;Juvisy sur Orge;0.0
D4;Juvisy sur Orge;Viry Chatillon;0.0
D4;Juvisy sur Orge;Vigneux sur Seine;0.0
D4;Vigneux sur Seine;Juvisy sur Orge;0.0
D4;Vigneux sur Seine;Villeneuve St Georges;0.0
D4;Villeneuve St Georges;Vigneux sur Seine;0.0
#D4Manque la branche Corbeille-Melun
#D6
D6;Corbeil Essonnes;Evry;0.0
D6;Evry;Corbeil Essonnes;0.0
D6;Evry;Grand Bourg;0.0
D6;Grand Bourg;Evry;0.0
D6;Grand Bourg;Ris Orangis;0.0
D6;Ris Orangis;Grand Bourg;0.0
D6;Ris Orangis;Viry Chatillon;0.0
D6;Viry Chatillon;Ris Orangis;0.0
# E1
E1;Haussmann St Lazare;Magenta;0.0
E1;Magenta;Haussmann St Lazare;0.0
E1;Magenta;Pantin;0.0
E1;Pantin;Magenta;0.0
E1;Pantin;Noisy le Sec;0.0
E1;Noisy le Sec;Pantin;0.0
# P Haussmann St Lazare
P;Haussmann St Lazare;Saint Lazare;0.0
P;Saint Lazare;Haussmann St Lazare;0.0
P;Haussmann St Lazare;Havre Caumartin;0.0
P;Havre Caumartin;Haussmann St Lazare;0.0
P;Haussmann St Lazare;Saint Augustin;0.0
P;Saint Augustin;Haussmann St Lazare;0.0
P;Haussmann St Lazare;Opera;0.0
P;Opera;Haussmann St Lazare;0.0
# E2
E2;Chelles Gournay;Le Chenay Gagny;0.0
E2;Le Chenay Gagny;Chelles Gournay;0.0
E2;Le Chenay Gagny;Gagny;0.0
